Order ID,Date,Region,Store ID,Product ID,Category,Revenue,Profit,Discount,Customer ID,Age,Gender,Income,Purchase Frequency,Stock Levels,Shipping Time (days),Delivery Status,Payment Method
15185,24-09-2024 16:00,East,586,1275,Apparel,3174,1154,36,35904,67,Male,156057,15,464,9,In Transit,Cash
11543,25-04-2024 22:00,South,401,3341,Books,2124,1892,0,34728,19,Male,172427,26,51,6,In Transit,Cash
16111,02-11-2024 06:00,North,617,7351,Apparel,1260,1774,40,64671,38,Male,181290,6,227,6,Delivered,Credit Card
10460,11-03-2024 19:00,South,220,7868,Home Appliances,5105.1,-223,12,47736,31,Male,33458,29,82,2,In Transit,Wallet
17598,03-01-2025 05:00,South,225,8080,Books,1798.2,-71,36,86313,53,Female,32873,20,289,5,In Transit,UPI
9282,22-01-2024 17:00,West,657,6449,Books,384,394,14,74087,19,Other,84805,29,288,8,In Transit,UPI
2650,21-04-2023 09:00,South,632,1081,Books,303,1207,23,65886,36,Other,66902,15,254,8,Delayed,Debit Card
6898,15-10-2023 09:00,South,124,9096,Toys,4472,487,34,64017,37,Male,27868,13,132,2,In Transit,UPI
6179,15-09-2023 10:00,North,502,1392,Furniture,4958,1653,42,21822,23,Female,107227,1,163,4,Delivered,UPI
3417,23-05-2023 08:00,South,301,7778,Furniture,3606,-104,48,34969,34,Female,143478,19,388,6,Delivered,Credit Card
2092,29-03-2023 03:00,West,251,2676,Furniture,1916,598,34,67618,29,Female,102787,14,127,8,Delivered,Credit Card
13591,20-07-2024 06:00,North,847,1069,Electronics,4677,1397,45,19533,52,Female,154607,28,69,6,Cancelled,Credit Card
16011,29-10-2024 02:00,West,917,2355,Books,4067.8,358,40,72303,25,Male,149735,29,114,4,Cancelled,Debit Card
8137,06-12-2023 00:00,East,541,1123,Home Appliances,4828,1553,43,52972,47,Male,53875,13,118,14,In Transit,Debit Card
9027,12-01-2024 02:00,South,288,3141,Toys,1846,1238,20,73170,27,Male,146205,14,243,6,Delivered,UPI
12482,04-06-2024 01:00,East,625,2116,Home Appliances,4785,-293,19,88801,53,Male,40502,14,136,9,Cancelled,Credit Card
19478,22-03-2025 13:00,East,302,3790,Apparel,1473,523,46,61508,60,Female,53506,16,132,12,In Transit,Wallet
7064,22-10-2023 07:00,East,973,7473,Toys,4253,1135,22,69161,25,Male,161508,20,310,12,Cancelled,Debit Card
15293,29-09-2024 04:00,East,748,2702,Toys,4298,1581,4,23421,28,Female,189377,4,209,5,In Transit,Credit Card
997,11-02-2023 12:00,North,514,9667,Furniture,3458.7,1631,9,15519,62,Female,32125,22,12,7,Cancelled,Wallet
10608,17-03-2024 23:00,South,967,6109,Books,4100,189,46,83064,22,Male,133336,5,171,11,Cancelled,Credit Card
4873,23-07-2023 00:00,North,148,9666,Toys,3804.3,1914,26,74136,69,Female,82527,18,451,2,In Transit,Credit Card
8246,10-12-2023 13:00,North,201,1365,Electronics,554.4,1009,12,65220,21,Female,74106,18,36,12,Delivered,UPI
1569,07-03-2023 08:00,East,219,1397,Apparel,2996,1376,42,47005,50,Female,22554,20,212,11,Delivered,Cash
19408,19-03-2025 15:00,East,366,3293,Furniture,3732,1604,13,95964,62,Male,35124,25,455,5,Cancelled,Cash
14942,14-09-2024 13:00,North,537,6287,Groceries,3295,115,35,24887,37,Male,59317,22,124,11,In Transit,UPI
19062,05-03-2025 05:00,South,509,6521,Books,4294,1135,8,57807,49,Male,183700,1,312,5,Cancelled,Cash
5790,30-08-2023 05:00,South,417,7002,Home Appliances,1006.2,43,49,63056,65,Male,143799,12,243,14,Cancelled,UPI
9295,23-01-2024 06:00,West,615,8986,Electronics,4351,1074,8,49363,46,Male,89818,22,338,12,Delivered,UPI
14504,27-08-2024 07:00,East,906,1589,Home Appliances,2143,1542,49,40129,22,Male,25321,1,472,5,Cancelled,Debit Card
3603,31-05-2023 02:00,North,436,1405,Books,4157,1332,2,55343,62,Other,166840,14,343,14,In Transit,Credit Card
15020,17-09-2024 19:00,West,904,8580,Toys,1261,1318,4,18436,46,Female,35928,3,338,8,Delivered,Wallet
13933,03-08-2024 12:00,South,112,2287,Home Appliances,4787,1667,27,74291,18,Female,149609,25,93,8,Delivered,Cash
3554,29-05-2023 01:00,South,605,4741,Home Appliances,2045,1649,47,20511,30,Male,127305,24,42,12,In Transit,UPI
5883,03-09-2023 02:00,West,213,5509,Books,3603,1850,27,40579,62,Male,97259,22,296,13,Cancelled,UPI
10255,03-03-2024 06:00,North,399,9934,Toys,279.4,399,40,92584,31,Male,180746,3,453,1,In Transit,Wallet
15364,02-10-2024 03:00,West,853,2547,Apparel,3786.2,1787,7,64068,28,Male,196762,14,274,8,Delayed,UPI
19738,02-04-2025 09:00,North,888,7158,Books,4969,485,33,27640,65,Male,161250,1,335,14,Cancelled,Credit Card
19798,04-04-2025 21:00,North,652,7062,Electronics,792,-13,39,60229,27,Female,99576,25,266,5,In Transit,UPI
1740,14-03-2023 11:00,East,898,7462,Toys,4852,696,41,99785,69,Female,189355,14,384,2,Delivered,Credit Card
8655,27-12-2023 14:00,North,560,9058,Apparel,3824,1238,1,97693,48,Female,49396,28,328,10,In Transit,Credit Card
14531,28-08-2024 10:00,South,523,2609,Toys,909,-208,20,39587,47,Female,162283,1,431,1,Delivered,Cash
11810,07-05-2024 01:00,North,287,7086,Toys,2042,82,43,82187,66,Female,65497,3,317,2,Delayed,UPI
2118,30-03-2023 05:00,West,439,4088,Apparel,3217,1416,0,13042,51,Male,90329,2,388,11,Delayed,Wallet
9339,25-01-2024 02:00,North,511,3560,Toys,368,160,1,12020,NA,nan,107634,17,199,13,Delayed,Credit Card
14282,18-08-2024 01:00,East,122,7153,Electronics,1867,811,37,61532,45,Female,68182,19,360,7,Delayed,UPI
19841,06-04-2025 16:00,West,167,5629,Books,4831,257,45,26301,32,Female,58686,13,477,6,Delivered,UPI
13838,30-07-2024 13:00,South,725,9651,Groceries,4066,-449,45,22258,24,Female,190436,6,367,14,Cancelled,UPI
12242,25-05-2024 01:00,South,997,2976,Home Appliances,2042,333,22,22688,38,Female,64570,6,418,7,Delivered,Debit Card
8778,01-01-2024 17:00,East,377,5079,Books,1650,1405,6,40030,58,Other,42565,27,401,10,In Transit,Wallet
6816,11-10-2023 23:00,East,104,1377,Electronics,1151,1654,21,30170,999,nan,90740,14,137,6,Delivered,Credit Card
18881,25-02-2025 16:00,South,201,6681,Furniture,4741,959,35,33445,31,Female,139240,12,78,10,Delayed,Wallet
7337,02-11-2023 16:00,East,329,6460,Furniture,3021,1094,24,53971,32,Male,180899,28,50,14,Delayed,Debit Card
3051,08-05-2023 02:00,West,894,8063,Apparel,1862,-494,27,34483,33,Female,74705,23,488,4,Delayed,Debit Card
19231,12-03-2025 06:00,North,456,8921,Furniture,2298,1543,18,53906,64,Male,177057,20,117,7,Delayed,Cash
18675,17-02-2025 02:00,North,163,6380,Electronics,3871,432,32,94120,68,Female,24014,29,213,4,Cancelled,Cash
14957,15-09-2024 04:00,East,916,5193,Electronics,1292,310,2,66348,55,Male,179284,7,293,10,In Transit,Debit Card
5195,05-08-2023 10:00,East,633,3134,Home Appliances,1277,-477,48,64833,59,Female,113456,15,244,10,In Transit,Cash
17396,25-12-2024 19:00,West,490,2550,Home Appliances,3159,481,20,36577,61,Other,120461,20,243,6,In Transit,Credit Card
19821,05-04-2025 20:00,West,711,4649,Books,1720,1949,34,90978,28,Female,198367,22,360,14,Delayed,Credit Card
5834,01-09-2023 01:00,North,500,2948,Toys,188,1508,28,70802,67,Male,23118,1,355,14,Delayed,Wallet
14987,16-09-2024 10:00,South,151,2928,Furniture,3139,1732,20,70842,54,Male,94136,2,13,2,Delayed,Debit Card
18980,01-03-2025 19:00,West,663,7397,Toys,334,1660,49,21373,52,Female,192853,11,256,2,Delivered,Cash
9876,16-02-2024 11:00,West,155,4812,Electronics,2719,599,47,16909,22,Female,198506,18,372,6,Delivered,Cash
5848,01-09-2023 15:00,North,940,7104,Books,1842,467,5,68789,35,nan,182676,6,302,6,Delivered,Cash
11761,05-05-2024 00:00,South,958,6848,Apparel,195,-167,13,43606,29,Male,191435,24,376,12,In Transit,Wallet
238,10-01-2023 21:00,South,140,7436,Furniture,2457,515,40,58912,41,Female,25664,14,1,2,Delivered,UPI
18487,09-02-2025 06:00,South,544,1223,Home Appliances,4326,277,3,20363,49,Female,24233,4,401,11,Delayed,Credit Card
19208,11-03-2025 07:00,East,512,1927,Books,1770,1318,36,84272,48,Female,41104,19,355,13,Delivered,Wallet
1097,15-02-2023 16:00,South,295,2586,Toys,3174,1747,47,60098,69,Male,193064,19,337,6,Delayed,Credit Card
2306,07-04-2023 01:00,North,660,6986,Home Appliances,1003,968,15,82644,67,Female,60889,15,174,3,Cancelled,Debit Card
8916,07-01-2024 11:00,East,757,3784,Groceries,4909,-485,43,49661,59,Male,34828,10,354,13,Delivered,UPI
13283,07-07-2024 10:00,East,614,9570,Furniture,3625,1872,27,19565,39,Male,119663,23,137,2,In Transit,Credit Card
332,14-01-2023 19:00,North,460,3428,Toys,569,93,47,72704,47,Female,169815,13,363,9,In Transit,Cash
14501,27-08-2024 04:00,North,438,1559,Home Appliances,4576,1936,31,53006,45,Male,185089,19,3,8,Cancelled,Debit Card
17092,13-12-2024 03:00,West,899,2378,Furniture,4386,1396,21,66096,68,Male,72676,23,314,14,Delivered,Credit Card
14266,17-08-2024 09:00,South,935,1535,Electronics,2616,943,33,86904,28,Male,195471,20,192,3,Delayed,Cash
16901,05-12-2024 04:00,East,125,6229,Electronics,1404,492,27,77343,38,Male,147237,17,169,5,Cancelled,UPI
7525,10-11-2023 12:00,North,762,4282,Furniture,258,1582,47,31913,57,Male,65449,29,142,6,Delayed,Credit Card
8663,27-12-2023 22:00,South,694,2144,Home Appliances,4163,1935,27,54214,69,Female,81112,17,14,12,Delivered,UPI
17601,03-01-2025 08:00,East,481,8435,Home Appliances,2782,534,36,88644,55,Male,34746,11,483,1,In Transit,Debit Card
8693,29-12-2023 04:00,North,930,4512,Apparel,1260,866,10,93629,36,Male,120177,17,437,6,Delivered,Credit Card
17414,26-12-2024 13:00,West,637,2350,Books,3156,1396,40,10487,50,nan,125344,10,214,14,Cancelled,Debit Card
2148,31-03-2023 11:00,North,277,1259,Books,3315,-468,25,81016,19,Female,71121,13,127,10,Delayed,UPI
13158,02-07-2024 05:00,West,230,9414,Apparel,3652,-199,40,92168,32,Male,26003,23,245,8,Delayed,Wallet
4896,23-07-2023 23:00,South,314,7859,Electronics,1688,73,49,81359,52,Female,174818,13,204,10,Cancelled,UPI
1404,28-02-2023 11:00,South,675,6475,Furniture,2450,1023,35,14685,45,Female,79307,24,264,10,Cancelled,Cash
16429,15-11-2024 12:00,North,491,1798,Furniture,3948,116,34,54638,51,Male,166906,24,335,5,In Transit,Wallet
5456,16-08-2023 07:00,North,710,7760,Books,1490,1686,42,80125,69,Male,141122,7,452,3,Cancelled,Debit Card
8127,05-12-2023 14:00,South,650,8806,Books,1389,38,17,33284,54,nan,88946,26,354,9,Delayed,Wallet
700,30-01-2023 03:00,East,501,5540,Furniture,2890,62,0,43804,22,Male,178304,25,43,7,Delivered,Cash
11349,17-04-2024 20:00,North,459,2707,Apparel,3920,280,35,34246,49,Male,48958,25,473,12,In Transit,Wallet
12553,07-06-2024 00:00,North,897,6974,Groceries,232.1,244,0,47698,46,Male,90321,27,387,4,Delivered,Credit Card
14252,16-08-2024 19:00,North,427,5819,Toys,1183,1117,28,83535,46,Male,152455,6,66,14,In Transit,UPI
18261,30-01-2025 20:00,North,157,9989,Books,1095,1998,0,56103,20,Female,196000,19,33,13,In Transit,UPI
13841,30-07-2024 16:00,West,709,9030,Groceries,4369,611,30,44326,57,Other,181045,16,490,9,Cancelled,Debit Card
17021,10-12-2024 04:00,North,636,4782,Toys,3017,1700,22,75946,66,Female,83413,22,282,9,Delayed,Credit Card
1901,21-03-2023 04:00,West,182,5728,Furniture,1928,217,37,29917,68,Female,112810,12,169,5,In Transit,Cash
3085,09-05-2023 12:00,South,403,4470,Apparel,3651,258,21,76125,66,Male,105009,10,389,1,Cancelled,Debit Card
4437,04-07-2023 20:00,East,944,5014,Toys,3973,218,15,74742,55,Male,159020,21,457,11,Cancelled,Credit Card
3619,31-05-2023 18:00,North,922,7766,Books,765.9,1549,10,95901,67,Male,27052,19,352,8,Delayed,Cash
19658,30-03-2025 01:00,North,197,5773,Electronics,3924,-47,0,32055,56,Male,159401,19,12,11,Delivered,Credit Card
8914,07-01-2024 09:00,East,133,2256,Groceries,3350,1140,34,42782,38,Female,91019,26,1,2,Delivered,UPI
18269,31-01-2025 04:00,South,673,4514,Furniture,3986,1506,45,86159,37,Female,68982,1,415,4,Cancelled,Cash
8187,08-12-2023 02:00,South,421,2205,Groceries,3901,-496,31,71226,64,Female,70256,26,377,7,In Transit,Wallet
7258,30-10-2023 09:00,North,435,6973,Electronics,1963,474,17,39469,65,Female,68972,25,401,11,Delayed,Credit Card
9810,13-02-2024 17:00,North,923,9843,Books,289.8,373,18,29450,68,Female,87243,6,399,11,Cancelled,Credit Card
12729,14-06-2024 08:00,North,906,2131,Home Appliances,697,1673,5,66338,57,Female,26744,23,216,8,Delayed,UPI
8805,02-01-2024 20:00,North,638,4318,Toys,2976.6,609,11,24425,25,Male,133541,20,51,11,Cancelled,Cash
1333,25-02-2023 12:00,East,343,3454,Furniture,633,11,43,70347,36,Female,64373,1,383,4,Cancelled,UPI
16248,07-11-2024 23:00,West,448,6765,Apparel,669,1805,17,62879,19,Female,82799,25,431,11,Cancelled,Credit Card
1073,14-02-2023 16:00,South,450,1137,Groceries,1316.7,607,12,94313,29,Female,70122,16,121,12,Delayed,Wallet
87,04-01-2023 14:00,South,732,2002,Books,3110,-86,38,32068,68,Male,104857,29,340,9,In Transit,UPI
5713,27-08-2023 00:00,East,284,1083,Home Appliances,3499,1629,2,43973,18,Female,99577,1,373,4,Cancelled,Debit Card
2659,21-04-2023 18:00,East,537,8958,Books,2782,448,3,28259,40,Male,115928,26,313,7,Delivered,UPI
12558,07-06-2024 05:00,South,758,7346,Books,381.6,143,30,78293,53,Male,195881,17,129,10,Delayed,UPI
10406,09-03-2024 13:00,West,969,5546,Toys,4739,280,49,47488,22,Female,37243,3,226,11,Cancelled,Credit Card
19712,01-04-2025 07:00,North,335,9107,Groceries,4748,245,26,96216,42,Male,169001,23,464,11,Cancelled,Cash
6866,14-10-2023 01:00,East,660,3486,Apparel,4582,-244,4,15351,43,Female,157216,18,146,11,Cancelled,Debit Card
9471,30-01-2024 14:00,West,972,1098,Toys,2124,802,31,60004,42,Male,80245,9,385,11,In Transit,Cash
16028,29-10-2024 19:00,West,302,2467,Electronics,1152,-331,32,24871,58,Male,27461,26,192,5,Delayed,UPI
12385,31-05-2024 00:00,South,575,1540,Toys,554,1423,12,71515,45,Male,48091,20,231,7,Cancelled,Credit Card
2146,31-03-2023 09:00,West,275,8834,Groceries,4213,624,13,39386,26,Male,20320,22,114,7,In Transit,Cash
548,23-01-2023 19:00,West,957,8178,Toys,527.4,825,11,90956,64,Male,148349,22,367,9,Cancelled,UPI
10958,01-04-2024 13:00,South,232,8246,Home Appliances,799,1267,30,26187,66,Male,186089,4,174,2,In Transit,Credit Card
19582,26-03-2025 21:00,West,407,6084,Furniture,3747,-60,0,12365,30,Male,91459,21,140,10,Delayed,Credit Card
2317,07-04-2023 12:00,South,205,2561,Home Appliances,1912,374,14,85911,39,Male,184837,3,241,14,In Transit,UPI
6449,26-09-2023 16:00,East,483,2109,Furniture,2758.8,869,30,52119,48,Male,106658,12,125,13,Delayed,Cash
10054,23-02-2024 21:00,South,338,5594,Electronics,3916,1745,10,81698,52,Female,157402,25,353,5,Delayed,UPI
12855,19-06-2024 14:00,West,233,2997,Groceries,3588,-22,6,41428,27,Female,169548,2,455,13,In Transit,Debit Card
2061,27-03-2023 20:00,North,824,8233,Home Appliances,2382,444,3,66267,69,Female,127779,27,33,8,Delivered,Cash
5227,06-08-2023 18:00,North,279,3974,Books,325,1836,13,90400,59,Female,64227,18,473,12,In Transit,UPI
7656,15-11-2023 23:00,North,214,9105,Home Appliances,4749,-384,31,93654,42,Female,37165,12,180,13,Cancelled,Debit Card
13209,04-07-2024 08:00,North,948,5865,Groceries,3321,1038,41,42348,62,Male,107439,27,223,4,In Transit,Credit Card
531,23-01-2023 02:00,North,835,7704,Home Appliances,866,1913,12,40101,63,Female,89185,6,255,4,Cancelled,Credit Card
13238,05-07-2024 13:00,West,339,8521,Apparel,4470,645,38,76930,69,Female,192373,19,311,6,Delayed,Credit Card
13558,18-07-2024 21:00,South,527,3554,Apparel,3170,1780,49,60720,41,nan,115255,6,459,6,In Transit,Credit Card
1031,12-02-2023 22:00,East,170,2610,Home Appliances,3656.7,530,12,24183,26,Female,143085,15,98,1,Delivered,Debit Card
13300,08-07-2024 03:00,South,301,1882,Apparel,1388,1239,20,61148,23,Female,79869,19,219,8,Cancelled,UPI
12337,29-05-2024 00:00,North,469,6780,Furniture,3721,678,22,23133,39,Female,79660,24,246,1,In Transit,Debit Card
5785,30-08-2023 00:00,West,401,5942,Electronics,1346.4,314,23,48760,57,Male,145279,24,0,8,Delivered,Wallet
5732,27-08-2023 19:00,North,486,2806,Electronics,4065,925,7,55330,41,Other,85847,22,58,5,In Transit,Credit Card
14723,05-09-2024 10:00,North,247,9555,Electronics,2183,888,24,41517,58,Female,46595,1,380,11,In Transit,UPI
15733,17-10-2024 12:00,South,837,9683,Apparel,2153,1707,5,27515,19,Male,127386,9,494,10,In Transit,Credit Card
3076,09-05-2023 03:00,West,932,2730,Groceries,1903,288,20,38139,31,Female,61159,23,227,7,In Transit,Wallet
6815,11-10-2023 22:00,North,107,6652,Books,546,1229,20,33839,35,Male,193882,26,382,12,Delayed,Cash
14668,03-09-2024 03:00,North,486,5116,Electronics,552,237,0,55396,33,Male,24687,26,284,8,Cancelled,UPI
8049,02-12-2023 08:00,North,464,9480,Toys,1621,467,3,78116,68,Female,89965,3,220,13,Cancelled,Cash
10916,30-03-2024 19:00,South,743,6139,Toys,853,388,6,82860,67,Female,79089,3,449,12,Delayed,Wallet
17005,09-12-2024 12:00,South,937,9249,Home Appliances,1729,694,41,69459,48,Male,46984,8,437,12,Cancelled,UPI
8411,17-12-2023 10:00,South,632,4278,Toys,1284,1495,16,70332,51,Other,109445,15,297,9,In Transit,Credit Card
827,04-02-2023 10:00,East,661,9440,Home Appliances,461,1657,25,53925,61,Male,173688,16,164,4,Delivered,Debit Card
4557,09-07-2023 20:00,East,918,6777,Electronics,4030,772,30,23329,36,Female,50057,17,359,8,In Transit,Credit Card
5680,25-08-2023 15:00,East,459,4853,Apparel,4295,521,12,47211,56,Female,27954,22,115,13,Delivered,UPI
1243,21-02-2023 18:00,East,615,9211,Home Appliances,3399,1348,11,60427,35,Female,64781,13,225,10,Delayed,Wallet
11878,09-05-2024 21:00,West,372,9561,Home Appliances,1633.5,1799,24,44464,27,Male,145435,17,169,6,In Transit,Cash
2956,04-05-2023 03:00,North,356,4310,Electronics,4437.4,777,37,30400,38,Female,108579,8,189,10,Delivered,Debit Card
15130,22-09-2024 09:00,North,245,7066,Home Appliances,4364,989,8,87084,38,Male,95596,23,465,7,Delayed,Cash
2150,31-03-2023 13:00,East,322,6178,Apparel,2511,424,19,38927,52,Female,30058,20,137,10,Cancelled,Cash
13875,01-08-2024 02:00,North,779,5486,Toys,1391,55,20,37796,46,Female,105486,23,64,2,Delivered,UPI
11005,03-04-2024 12:00,East,714,5981,Apparel,1615,116,27,82809,34,Male,145636,2,327,13,In Transit,Debit Card
4362,01-07-2023 17:00,East,125,4234,Apparel,4221,1974,3,87227,47,Male,102832,11,75,6,Cancelled,Wallet
10427,10-03-2024 10:00,North,576,8811,Electronics,2761,555,8,13772,38,Male,70357,22,173,8,Delivered,Wallet
8827,03-01-2024 18:00,East,899,7893,Groceries,245,519,16,42057,57,Male,110771,14,481,1,Cancelled,UPI
5180,04-08-2023 19:00,South,392,2637,Furniture,1007,-323,33,40860,38,Male,107080,6,104,5,Delayed,Debit Card
1888,20-03-2023 15:00,West,597,4921,Books,3584.9,577,0,13987,25,nan,176629,17,314,11,Cancelled,Wallet
1938,22-03-2023 17:00,South,721,4828,Electronics,1366,1824,30,13409,21,Other,141030,23,29,9,Cancelled,Cash
10153,28-02-2024 00:00,North,382,8311,Home Appliances,1485,413,35,46625,36,nan,179930,4,387,14,In Transit,Cash
5551,20-08-2023 06:00,North,251,5461,Furniture,1739,1211,49,60812,67,Male,165500,21,204,7,Cancelled,Wallet
16382,13-11-2024 13:00,South,318,6513,Home Appliances,3546,1141,10,43515,62,Female,120401,6,107,12,Cancelled,Credit Card
2468,13-04-2023 19:00,North,480,2476,Electronics,4712,1624,35,72396,53,Male,35683,21,187,8,Delayed,Cash
17329,23-12-2024 00:00,West,992,7856,Furniture,3533,-361,1,30594,59,Female,38344,21,119,3,In Transit,Debit Card
3756,06-06-2023 11:00,East,400,5599,Apparel,125.4,353,42,61380,42,nan,52206,8,24,11,Cancelled,Debit Card
595,25-01-2023 18:00,West,210,8570,Groceries,4364.8,-340,45,60501,49,Male,30972,1,286,1,Cancelled,UPI
9082,14-01-2024 09:00,South,650,5782,Home Appliances,2246,645,34,22539,40,Male,83702,29,397,7,Cancelled,Wallet
8290,12-12-2023 09:00,West,705,6577,Books,1120,1274,31,17658,44,Male,68089,29,110,11,Delayed,UPI
1179,19-02-2023 02:00,East,817,4936,Furniture,4037,432,7,90000,42,Female,134140,23,129,6,Delivered,Cash
17495,29-12-2024 22:00,East,422,9534,Apparel,3425,1363,36,30291,56,Male,32453,3,161,1,In Transit,Wallet
12,01-01-2023 11:00,East,713,2356,Groceries,1909,1025,20,14721,38,Female,62468,10,441,2,Cancelled,Cash
18374,04-02-2025 13:00,North,213,2854,Apparel,3390,1061,28,18463,43,Other,99743,25,11,3,Cancelled,Wallet
10192,29-02-2024 15:00,North,290,3427,Home Appliances,4383,851,45,46559,50,Male,128678,17,197,11,Delayed,Debit Card
16023,29-10-2024 14:00,West,825,1956,Groceries,1436,526,29,32642,45,nan,124713,22,480,1,In Transit,Credit Card
5919,04-09-2023 14:00,East,389,5509,Books,3156,810,27,69128,57,nan,80338,23,357,9,Delayed,Credit Card
16974,08-12-2024 05:00,West,391,4539,Books,2856,1737,0,24500,58,Female,134343,2,82,4,Cancelled,Cash
5450,16-08-2023 01:00,East,839,5968,Furniture,3193,354,14,95305,32,Female,39791,23,132,2,Delayed,UPI
11485,23-04-2024 12:00,North,694,5714,Toys,176,446,27,42934,39,Other,182651,11,3,5,Delayed,Cash
6368,23-09-2023 07:00,East,823,1069,Apparel,674,-161,5,53098,57,Male,99942,22,426,1,Cancelled,Wallet
5557,20-08-2023 12:00,North,262,3581,Groceries,3914,-376,32,25958,41,Male,65517,22,279,6,In Transit,Credit Card
3010,06-05-2023 09:00,North,354,6129,Furniture,626,-55,5,21832,47,Female,175486,26,254,11,In Transit,Credit Card
5868,02-09-2023 11:00,South,670,9387,Books,4369,916,43,98648,59,Male,73839,24,41,2,In Transit,Wallet
230,10-01-2023 13:00,North,127,8320,Toys,3268.1,344,1,53514,30,Male,73985,3,18,11,Delayed,Credit Card
3570,29-05-2023 17:00,West,165,5999,Furniture,370,721,37,61500,69,Male,152344,4,172,14,Delivered,Debit Card
13534,17-07-2024 21:00,West,166,3514,Groceries,244.2,-367,8,25051,29,Female,192295,4,35,10,Delivered,Cash
4882,23-07-2023 09:00,North,496,7265,Furniture,310,1177,10,86448,53,Male,177690,25,18,5,Delayed,Cash
2720,24-04-2023 07:00,South,315,4533,Toys,4541,1325,20,37724,28,Male,131102,18,421,5,Cancelled,UPI
10883,29-03-2024 10:00,East,101,6678,Toys,3475,1436,44,75743,58,Male,137063,23,249,12,Cancelled,Debit Card
13904,02-08-2024 07:00,East,747,2155,Apparel,2176,1889,11,53204,29,Female,26461,18,499,6,In Transit,UPI
14208,14-08-2024 23:00,South,896,5342,Apparel,2595,202,47,41361,32,Female,104403,3,315,4,Delayed,UPI
16636,24-11-2024 03:00,South,452,5817,Home Appliances,4436,1159,32,37410,29,Male,28227,17,59,4,Cancelled,Credit Card
12790,16-06-2024 21:00,West,971,4481,Electronics,583,1649,29,22546,66,Female,76028,6,367,7,Delivered,UPI
3104,10-05-2023 07:00,South,233,8737,Apparel,855,-342,1,43243,42,Male,124614,24,345,8,Delayed,Credit Card
11316,16-04-2024 11:00,East,188,5325,Books,3019,-91,49,29132,26,Male,159451,1,20,13,In Transit,UPI
18481,09-02-2025 00:00,West,723,1677,Electronics,3936,-482,43,60049,64,Female,83410,8,367,3,Delayed,Wallet
17555,01-01-2025 10:00,North,395,7694,Furniture,288,683,47,30996,65,Male,62905,2,80,11,In Transit,Credit Card
17027,10-12-2024 10:00,South,390,9134,Toys,3361,771,43,91936,26,Male,147514,20,174,8,Cancelled,Cash
19823,05-04-2025 22:00,North,765,6637,Toys,2805,1514,27,14793,47,Male,102531,22,473,6,Delivered,Credit Card
2315,07-04-2023 10:00,East,115,5587,Toys,492,1989,8,50761,43,Female,146230,10,315,8,Delayed,Cash
5397,13-08-2023 20:00,West,497,2268,Groceries,3070,-306,49,26312,53,Male,140529,16,263,12,Cancelled,Credit Card
16670,25-11-2024 13:00,North,599,5226,Apparel,747.9,990,46,42796,30,Male,61815,19,44,6,Delayed,UPI
12448,02-06-2024 15:00,East,614,1710,Books,4396,594,1,76059,21,Female,151793,1,238,8,In Transit,Debit Card
17176,16-12-2024 15:00,North,356,3015,Apparel,2410.2,-2,3,69898,47,Female,26693,20,244,9,In Transit,Cash
5386,13-08-2023 09:00,North,815,3933,Toys,402,1165,22,28951,32,Female,154198,27,249,12,Delayed,Debit Card
6525,29-09-2023 20:00,North,659,5235,Toys,3830,502,23,28457,50,Female,112213,22,393,7,In Transit,Wallet
11783,05-05-2024 22:00,East,559,8994,Books,2290,329,29,75888,28,Other,123868,13,21,13,Cancelled,Debit Card
10135,27-02-2024 06:00,West,738,7454,Groceries,655,253,26,99525,39,Female,87571,21,8,1,Cancelled,Debit Card
7814,22-11-2023 13:00,North,232,1810,Toys,2476,1060,28,79109,67,Female,40058,28,175,9,Delivered,Debit Card
11787,06-05-2024 02:00,South,529,9129,Furniture,613,-119,47,44144,56,nan,43517,15,232,12,Delayed,UPI
7227,29-10-2023 02:00,East,160,4405,Books,3770,-339,27,51929,35,Male,93856,2,407,7,In Transit,Wallet
14919,13-09-2024 14:00,East,217,7874,Toys,3953,1835,1,56340,32,Male,67985,9,364,4,In Transit,UPI
1695,12-03-2023 14:00,North,977,1751,Books,2960,326,8,38157,Unknown,Female,139421,18,396,8,Delayed,Cash
10064,24-02-2024 07:00,North,796,8679,Books,2508,461,7,27968,36,Male,80011,19,45,9,Delivered,UPI
2518,15-04-2023 21:00,South,800,9664,Furniture,2803,639,18,47745,36,Female,192960,13,101,8,Delayed,Debit Card
5853,01-09-2023 20:00,South,107,2588,Books,1651.5,511,48,34883,56,Female,48914,15,176,11,In Transit,Debit Card
372,16-01-2023 11:00,West,402,6955,Electronics,686,-107,2,44970,38,Female,198596,14,39,8,Delivered,Wallet
6403,24-09-2023 18:00,East,275,3427,Books,3481,233,4,45934,52,Female,129814,26,346,5,Delivered,UPI
9729,10-02-2024 08:00,South,823,9277,Toys,3378,28,38,66665,33,Female,26702,10,439,12,Delivered,Cash
10761,24-03-2024 08:00,North,838,4458,Groceries,208,-111,41,68870,37,Male,172730,20,348,14,Delivered,Credit Card
8326,13-12-2023 21:00,East,538,5640,Electronics,3645,132,5,33432,40,Female,23450,1,9,9,Delivered,UPI
17628,04-01-2025 11:00,West,625,4441,Electronics,2058,1532,37,70407,27,Male,117560,4,247,4,Delayed,Wallet
